date	time	username	to	replies	retweets	favorites	text	mentions	hashtags	id	permalink	processed_text	sentences_tone	document_tones	sadness	confident	joy	analytical	anger	tentative	fear
2020-05-24	11:14:09	shilparao11		0	2	11	Hi @kunalkamra88 , I want to pledge all my signed copies of albums I have sung for, for #covid19 testing kits https://twitter.com/kunalkamra88/status/1262977916301766656	@kunalkamra88	#covid19	1264515021393948673	https://twitter.com/shilparao11/status/1264515021393948673	hi USER_MENTION want pledge signed copy album sung covid19 testing kit URL		[]							
2020-05-24	11:17:19	jpoomath		1	0	4	Malayalam TV news sells paranoia. @manoramanews is certainly the no:1 here. Hope they will find something better to sell when COVID season is over.	@manoramanews		1264515818345254913	https://twitter.com/jpoomath/status/1264515818345254913	malayalam tv news sell paranoia USER_MENTION certainly hope find something better sell covid season		[{'score': 0.55889, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]	1.0			1.0		1.0	
2020-05-24	11:26:58	p_jaikumar		0	0	0	Iranian 107-year-old woman recovers from coronavirus - state-run Fars 			1264518246205513729	https://twitter.com/p_jaikumar/status/1264518246205513729	iranian woman recovers coronavirus staterun far		[]							
2020-05-24	11:52:47	neepayog		0	1	0	@MoHFW_INDIA @OfficeofUT @KiritSomaiya In this pendamic the relatives of other than covid19 patients are being harraced for getting death certificates. And are being charged for randsom. Is there any person in the city to overcome this problem and can guide?	@MoHFW_INDIA @OfficeofUT @KiritSomaiya		1264524744562483200	https://twitter.com/neepayog/status/1264524744562483200	USER_MENTION USER_MENTION USER_MENTION pendamic relative covid19 patient harraced getting death certificate charged randsom person city overcome problem guide		[{'score': 0.695033, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.593611, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-24	12:34:52	AmitabSinghal		0	0	1	#StayHomeStaySafe #EidMubarak #EidUlFitr #COVID19 #Mumbaiockdown #Ramadan #COVIDー19 V will celebrate Eid next year also but only if we defeat #coronainmaharashtra #Corona in Year 2020. Exercising Restraint &amp; avoiding mad rush like what happened @BhindiBazaar today can only help.	@BhindiBazaar	#StayHomeStaySafe #EidMubarak #EidUlFitr #COVID19 #Mumbaiockdown #Ramadan #COVID #coronainmaharashtra #Corona	1264535334894727168	https://twitter.com/AmitabSinghal/status/1264535334894727168	stayhomestaysafe eidmubarak eidulfitr covid19 mumbaiockdown ramadan v celebrate eid next year also defeat coronainmaharashtra corona year exercising restraint avoiding mad rush like happened USER_MENTION today help		[]							
2020-05-24	12:39:30	avikumart	mannu5589	1	0	0	I may used wrong word but all I meant to stop spread of covid19 and it should not harm more people.			1264536500802392066	https://twitter.com/avikumart/status/1264536500802392066	may used wrong word meant stop spread covid19 harm people		[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	
2020-05-24	14:13:31	totu4me	rishibagree	0	0	0	Think of how to save Maharashtra from the pandemic. political games can wait			1264560163073273857	https://twitter.com/totu4me/status/1264560163073273857	think save maharashtra pandemic political game wait		[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-24	14:14:17	Devarya		0	0	1	Made a short horror film at home. #shotoniphone Enjoy #lockdowndiaries #lockdown 		#shotoniphone #lockdowndiaries #lockdown	1264560354039697408	https://twitter.com/Devarya/status/1264560354039697408	made short horror film home shotoniphone enjoy lockdowndiaries lockdown		[{'score': 0.672526, 'tone_id': 'fear', 'tone_name': 'Fear'}]							1.0
2020-05-24	14:17:57	disha2791		0	5	14	#Maharashtra crossed 50K #COVID19 cases mark. Today, it recorded 3,041 cases, the highest daily spike, taking the state tally to 50,231. 58 deaths reported today taking the death toll in the state to 1635 #CoronaVirusUpdates #CoronavirusCrisis		#Maharashtra #COVID19 #CoronaVirusUpdates #CoronavirusCrisis	1264561276862083074	https://twitter.com/disha2791/status/1264561276862083074	maharashtra crossed covid19 case mark today recorded case highest daily spike taking state tally death reported today taking death toll state coronavirusupdates coronaviruscrisis		[{'score': 0.57975, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-24	14:31:59	SocialUmbrellaa		3	5	8	We appreciate your extraordinary support toward project #SUFCOVER during Corona pandemic Thank you so much @shwetapriya_ Ma’am for helping artisans . We are wholeheartedly thankful to @Brahmin_Kasheer Sir for connecting Humanity 	@shwetapriya_ @Brahmin_Kasheer	#SUFCOVER	1264564807195217920	https://twitter.com/SocialUmbrellaa/status/1264564807195217920	appreciate extraordinary support toward project sufcover corona pandemic thank much USER_MENTION helping artisan wholeheartedly thankful USER_MENTION sir connecting humanity		[{'score': 0.932825, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-24	14:42:27	tweet_aneri		0	0	2	#Telangana state reports 41 positive cases of #COVID19 and 24 discharged today. Death rise to 53. #Hyderabad #Corona #TelanganaFightsCorona		#Telangana #COVID19 #Hyderabad #Corona #TelanganaFightsCorona	1264567440660365313	https://twitter.com/tweet_aneri/status/1264567440660365313	telangana state report positive case covid19 discharged today death rise hyderabad corona telanganafightscorona		[{'score': 0.703236, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.67368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]	1.0	1.0		1.0			
2020-05-24	16:30:11	killer_advener		0	0	1	Evng click after a small rain #Quarantine Rain IT'S RAINING #sunday_funday #lockdown #mobophotography		#Quarantine #sunday_funday #lockdown #mobophotography	1264594555908894721	https://twitter.com/killer_advener/status/1264594555908894721	evng click small rain quarantine rain raining sunday_funday lockdown mobophotography		[]							
2020-05-24	17:57:22	i_31y	NoufTheBlazar	1	0	0	Lets finish Covid19 first.. Life will continue with Allah's blessings 			1264616493981085697	https://twitter.com/i_31y/status/1264616493981085697	let finish covid19 first life continue allah blessing		[{'score': 0.726466, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-24	18:05:57	TanTower48	insane_suraj	1	0	0	4hrs Only? Morning mai jaldi uthte ho lockdown mai bhi?			1264618654475436033	https://twitter.com/TanTower48/status/1264618654475436033	morning mai jaldi uthte ho lockdown mai bhi		[]							
2020-05-24	18:21:29	ColBaig		0	0	0	Compare Reham Khan and Jemima Goldsmith.See the world of difference between http://two.One is doing mudslinging on any issue to bring Imran Khan down in eyes of Pakistani public and world at large.Jemima Goldsmith sharing Pakistanis grieves ,be Coronavirus or air crash.			1264622564917350402	https://twitter.com/ColBaig/status/1264622564917350402	compare reham khan jemima goldsmith.see world difference URL mudslinging issue bring imran khan eye pakistani public world large.jemima goldsmith sharing pakistani grief coronavirus air crash	[{'sentence_id': 0, 'text': 'compare reham khan jemima goldsmith.see', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'world difference URL mudslinging issue bring imran khan eye pakistani public world large.jemima', 'tones': [{'score': 0.515104, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'goldsmith sharing pakistani grief coronavirus air crash', 'tones': [{'score': 0.891432, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]	[{'score': 0.709724, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.883404, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-24	19:04:19	Srinaga007		1	2	0	#COVID check of the said #SeniorCitizen from Jamnagar, Gujarat. Struggled with #ManipalHospital @ManipalHealth #Whitefield Branch. Details attached. Pls RT @Tejasvi_Surya @vijayrupanibjp @ravi4354 @anjali_damania @PreetiSMenon @Swamy39	@ManipalHealth @Tejasvi_Surya @vijayrupanibjp @ravi4354 @anjali_damania @PreetiSMenon @Swamy39	#COVID #SeniorCitizen #ManipalHospital #Whitefield	1264633343410225155	https://twitter.com/Srinaga007/status/1264633343410225155	covid check said seniorcitizen jamnagar gujarat struggled manipalhospital USER_MENTION whitefield branch detail attached pls USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION		[]							
2020-05-24	19:15:35	dheera04	ManavDevSingh	0	0	1	Best part- Our COVID test result is negative ....			1264636179741241344	https://twitter.com/dheera04/status/1264636179741241344	best part covid test result negative		[{'score': 0.605063, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-05-24	19:42:42	Sigaravan	ThanthiTV	0	0	2	Mother Nature to North TN Adding insult to the injury . Some genius told me with high temperature Corona won't spread avan mattum yen kayila kedaicha . 			1264643004301631488	https://twitter.com/Sigaravan/status/1264643004301631488	mother nature north tn adding insult injury genius told high temperature corona wont spread avan mattum yen kayila kedaicha		[]							
2020-05-24	20:46:54	navplus1		1	1	2	*New Proverbs to be included in English language....* Divided we live, United we die! A sneeze, in time... infects nine! All that sniffles has caught a cold! Homestay is the best policy! One man's mask is another man's poison! An unmasked guy is the Covid's workshop!			1264659160341200896	https://twitter.com/navplus1/status/1264659160341200896	proverb included english language divided live united die sneeze time infects nine sniffle caught cold homestay best policy one man mask another man poison unmasked guy covids workshop		[{'score': 0.537599, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-25	02:40:51	journalist_andy		0	0	1	"World Corona Watch 06:00 am on 25 May ""Lucknow Post"" @Sonebhadra, India https://www.instagram.com/p/CAmCxUOnYiv/?igshid=1ol799uw8fsnm"			1264748235849162761	https://twitter.com/journalist_andy/status/1264748235849162761	world corona watch may lucknow post USER_MENTION india URL		[{'score': 0.595667, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]			1.0			1.0	
2020-05-25	02:47:49	deeptiinsan13		0	4	6	During this lockdown to keep ourselves healthy, we have to include jogging in daily routine. To #StaySafeStayHealthy follow all the guidelines given by @Gurmeetramrahim Singh ji insan. @derasachasauda Followers always ready to serve you. https://newsocialchange.blogspot.com/2020/02/blog-post.html	@Gurmeetramrahim @derasachasauda	#StaySafeStayHealthy	1264749988975980545	https://twitter.com/deeptiinsan13/status/1264749988975980545	lockdown keep healthy include jogging daily routine staysafestayhealthy follow guideline given USER_MENTION singh ji insan USER_MENTION follower always ready serve URL		[{'score': 0.802833, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0	1.0				
2020-05-25	03:14:39	anujkamboj777		1	41	9	Meditation is the best method recommended by Saint @Gurmeetramrahim ji through which you can #StaySafeStayHealthy .lf you practice meditation daily at least 10-15 minutes you can stop the infection of coronavirus. 	@Gurmeetramrahim	#StaySafeStayHealthy	1264756738840039425	https://twitter.com/anujkamboj777/status/1264756738840039425	meditation best method recommended saint USER_MENTION ji staysafestayhealthy lf practice meditation daily least minute stop infection coronavirus		[{'score': 0.739763, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-25	03:23:09	Gandharav9		0	0	0	@DC_Gurugram im trying to apply pass but this issue is comming when we dont have covid why would we enter date our office resumes 	@DC_Gurugram		1264758879818321921	https://twitter.com/Gandharav9/status/1264758879818321921	USER_MENTION im trying apply pas issue comming dont covid would enter date office resume		[{'score': 0.61476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	05:08:25	dinkarsr11	scribe_prashant	0	0	0	#BreakingNews A staff working at Delhi Health Minister Satyendra Jain’s office tests positive of Corona virus, admitted to hospital. 		#BreakingNews	1264785368957640706	https://twitter.com/dinkarsr11/status/1264785368957640706	breakingnews staff working delhi health minister satyendra office test positive corona virus admitted hospital		[{'score': 0.551191, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.866237, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0	1.0				
2020-05-25	05:38:22	brigrborthakur		0	0	0	Sometimes I wonder whether Covid will end fast or the unending journey of migrants to their homes			1264792908672069635	https://twitter.com/brigrborthakur/status/1264792908672069635	sometimes wonder whether covid end fast unending journey migrant home		[{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	
2020-05-25	06:19:02	AbuzarButt	hashmi_seemal	0	0	1	this is from 2016, when police stopped her going to banigala. during lockdown of imran khan’s home .			1264803140244836352	https://twitter.com/AbuzarButt/status/1264803140244836352	police stopped going banigala lockdown imran home		[]							
2020-05-25	07:24:08	ravib_ravi		0	0	0	@ndtv I would like Dr. Harshvardhan to reply that due to Corona other patients like with heart, kidney, etc will suffer as no doctors are available, hospitals refusing patients. Mortality rate of these patients are higher than Corona patients.	@ndtv		1264819523036667910	https://twitter.com/ravib_ravi/status/1264819523036667910	USER_MENTION would like dr harshvardhan reply due corona patient like heart kidney etc suffer doctor available hospital refusing patient mortality rate patient higher corona patient		[{'score': 0.689028, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-25	08:25:46	geeta_skin	kiranshaw	0	0	0	Why 6th June is the virulence of the Covid19 decreasing???? 25th to 5th June allowed all seats!!!! 			1264835033556082689	https://twitter.com/geeta_skin/status/1264835033556082689	june virulence covid19 decreasing june allowed seat		[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	08:31:51	Vik_Deb		0	0	0	my new colleague makes work such a cakewalk... #winkie #workfromhome #quarantine #quarantinelife #lockdown #labradorretriever #labrador #labradorpuppy #labradorlover #dog #dogstagram #doglover #dogsofinstagram… https://www.instagram.com/p/CAmq74EJDjE/?igshid=1o8u11rsjpswm		#winkie #workfromhome #quarantine #quarantinelife #lockdown #labradorretriever #labrador #labradorpuppy #labradorlover #dog #dogstagram #doglover #dogsofinstagram	1264836564364021761	https://twitter.com/Vik_Deb/status/1264836564364021761	new colleague make work cakewalk winkie workfromhome quarantine quarantinelife lockdown labradorretriever labrador labradorpuppy labradorlover dog dogstagram doglover URL		[]							
2020-05-25	08:37:40	x_Tulip_xx	iamsulzz	1	1	2	His family doesn't live in Goa.. Living alone in a Pandemic epicenter is more than difficult you can imagine. Ask your any batchelor brother being stuck in such cities			1264838031183314945	https://twitter.com/x_Tulip_xx/status/1264838031183314945	family doesnt live goa living alone pandemic epicenter difficult imagine ask batchelor brother stuck city		[{'score': 0.708156, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-25	09:21:21	vivaanvishal	MoPNG_eSeva	1	0	0	How many time I have provided you but still I'm facing same issue in last 2 month. It's lockdown I'm not able to visit your office but you have. 			1264849023837638657	https://twitter.com/vivaanvishal/status/1264849023837638657	many time provided still im facing issue last month lockdown im able visit office		[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	09:51:53	_inyc		1	0	0	@Karnataka_DIPR @DIPR_COVID19 Sir, its been 11 days I have applied for E pass (inter state) on seva sindhu portal. I am waiting for confirmation, when I tried to contact the dial in numbers there is no repsonse from the other side. Kindly help me. Ref no: RS805S200159537	@Karnataka_DIPR @DIPR_COVID19		1264856706787377153	https://twitter.com/_inyc/status/1264856706787377153	USER_MENTION USER_MENTION sir day applied e pas inter state seva sindhu portal waiting confirmation tried contact dial number repsonse side kindly help ref rs805s200159537		[{'score': 0.722126, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	10:12:24	MedhaTripathi10		0	0	1	The coronavirus COVID-19 pandemic is the defining global health crisis of our time and the greatest challenge we have faced since World War Two. #COVIDー19 @narendramodi	@narendramodi	#COVID	1264861871993008129	https://twitter.com/MedhaTripathi10/status/1264861871993008129	coronavirus covid19 pandemic defining global health crisis time greatest challenge faced since world war two USER_MENTION		[{'score': 0.613094, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-05-25	10:53:07	Affan16570922	asadowaisi	0	0	0	MasaALLAH highly appreciated sir you and Akbaruddin owaisi and your entire team is doing great job in covid 19 epidemic. 			1264872118103076864	https://twitter.com/Affan16570922/status/1264872118103076864	masaallah highly appreciated sir akbaruddin owaisi entire team great job covid epidemic		[{'score': 0.753121, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0	1.0	1.0			
2020-05-25	11:20:12	Tanujpatel111		0	3	5	Whatever little we could do during the last 60 days in help to our nation is purely because of ur continues support, tired-less efforts to help in need & keep our state protected from the dangerous pandemic is commendable,You are a institution for all our volunteers &amp; seva karmis 			1264878931083030528	https://twitter.com/Tanujpatel111/status/1264878931083030528	whatever little could last day help nation purely ur continues support tiredless effort help need keep state protected dangerous pandemic institution volunteer seva karmis		[{'score': 0.646915, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-25	11:55:05	Ilovehyderabad	RiaRevealed	0	0	0	Mr Bhagat, you r Spot on about d PM. I would add very poor planning when it comes to any issue starting from Dimonetisation to imposing of sudden lockdown without sending lakhs of labourers home in trains to today's flights that took off from many Indian cities causing confusion!			1264887709484507136	https://twitter.com/Ilovehyderabad/status/1264887709484507136	mr bhagat r spot pm would add poor planning come issue starting dimonetisation imposing sudden lockdown without sending lakh labourer home train today flight took many indian city causing confusion		[{'score': 0.607753, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-25	11:58:39	KetanGondalia99		0	4	4	With governments efforts Scientists at Gujarat`s government lab decode whole genome sequence of coronavirus covid 19. @vijayrupanibjp @iPankajShukla #StopTargetingGujarat	@vijayrupanibjp @iPankajShukla	#StopTargetingGujarat	1264888607497695232	https://twitter.com/KetanGondalia99/status/1264888607497695232	government effort scientist government lab decode whole genome sequence coronavirus covid USER_MENTION USER_MENTION stoptargetinggujarat		[{'score': 0.557158, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-25	12:06:46	DrSaurabhNeuro	JackieBjelacMD	1	5	16	Mask is a 'MUST'.It's safe and has no effect on immunity ..! #COVID__19 #CoronaUpdatesInIndia #Hydroxychloroquine #PPE #mask		#COVID__19 #CoronaUpdatesInIndia #Hydroxychloroquine #PPE #mask	1264890652757602304	https://twitter.com/DrSaurabhNeuro/status/1264890652757602304	mask must.its safe effect immunity covid__19 coronaupdatesinindia hydroxychloroquine ppe mask	[{'sentence_id': 0, 'text': 'mask must.its', 'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'safe effect immunity covid__19 coronaupdatesinindia hydroxychloroquine ppe mask', 'tones': [{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]	[{'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.988064, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]		1.0		1.0			
2020-05-25	12:19:15	politicalbaaba	timesofindia	59	1283	3941	He forgets, Uddhav imposed a lockdown before Modi. MH was the 1st state to do so! 			1264893794434134018	https://twitter.com/politicalbaaba/status/1264893794434134018	forgets uddhav imposed lockdown modi mh state		[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	12:25:06	PrernaChauhan_1		0	0	2	Hope for the best .. #Lockdownextention #hope #Corona #trendingtopic #SAFTAs14		#Lockdownextention #hope #Corona #trendingtopic #SAFTAs14	1264895263480504320	https://twitter.com/PrernaChauhan_1/status/1264895263480504320	hope best lockdownextention hope corona trendingtopic saftas14		[{'score': 0.623087, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.990161, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]			1.0			1.0	
2020-05-25	12:45:05	rockstarsfarah	nsemcxgroup	1	0	1	U clearly have nothing better to do in Lockdown..go ahead 			1264900294699352065	https://twitter.com/rockstarsfarah/status/1264900294699352065	u clearly nothing better lockdown go ahead		[{'score': 0.806517, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	
2020-05-25	14:37:18	Sigaravan		0	0	1	"""COVID-19: Americans observe a quiet Memorial Day amid pandemic"" #Coronavirus "		#Coronavirus	1264928535971422210	https://twitter.com/Sigaravan/status/1264928535971422210	covid19 american observe quiet memorial day amid pandemic coronavirus		[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	15:02:46	mmbhinder		1	0	2	Is it right that left killed 100 million in 100 year ?are they increasing it by corona still ? If yes then what do freedom means to you #File_FIR_On_AntiHindus		#File_FIR_On_AntiHindus	1264934941550432256	https://twitter.com/mmbhinder/status/1264934941550432256	right left killed million year increasing corona still yes freedom mean file_fir_on_antihindus		[{'score': 0.68665, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-25	15:04:12	ordinarygirlan		1	0	0	Partial #lockdown Day 4 (#Sunday, 24 #May2020) I was disoriented the entire day. Both my house- helps came #BackToWork. I couldn't figure out what to do with the time I now had (again)! The last 2 months, my 1st half remained fully occupied with household chores. Time to re-adapt		#lockdown #Sunday #May2020 #BackToWork	1264935303464120320	https://twitter.com/ordinarygirlan/status/1264935303464120320	partial lockdown day sunday may2020 disoriented entire day house help came backtowork couldnt figure time last month half remained fully occupied household chore time readapt		[{'score': 0.515262, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-05-25	15:04:41	prasanto		1	0	1	*Covid			1264935424411103232	https://twitter.com/prasanto/status/1264935424411103232			[]							
2020-05-25	15:52:13	MehrajAhmed0786		0	0	0	taken few days ago and they were found positive for Covid-19. The patient had comorbities and died yesterday, added Dr Ratanpal. He said that the body is being handed over to the family after completion of all formalities under Covid-19 management With this fatality,the death			1264947388227059713	https://twitter.com/MehrajAhmed0786/status/1264947388227059713	taken day ago found positive covid19 patient comorbities died yesterday added dr ratanpal said body handed family completion formality covid19 management death		[{'score': 0.753558, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]	1.0	1.0					
2020-05-25	16:20:39	DominicNewbould		1	3	2	No regret. No apology. Never tested, so never confirmed with Covid. Didn’t stay at home. Didn’t self isolate when showing symptoms. Still hasn’t resigned/been sacked. #DomCums		#DomCums	1264954541964791810	https://twitter.com/DominicNewbould/status/1264954541964791810	regret apology never tested never confirmed covid stay home self isolate showing symptom still sacked domcums		[{'score': 0.725499, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-25	16:24:51	vishalkmumbai		0	0	2	An undemocratic govt cobbled together by crooks in #Maharashtra politics is destroying the state in #Covid due to sheer apathy and lack of capable leadership. The sin of continuing this is unforgivable. Hope @HMOIndia takes appropriate action and saves ppl on state. #SackUddhav	@HMOIndia	#Maharashtra #Covid #SackUddhav	1264955598245945346	https://twitter.com/vishalkmumbai/status/1264955598245945346	undemocratic govt cobbled together crook maharashtra politics destroying state covid due sheer apathy lack capable leadership sin continuing unforgivable hope USER_MENTION take appropriate action save ppl state sackuddhav		[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-25	17:22:23	ajayacharya	shreyasms	0	0	2	It will say that you also could have COVID-19			1264970080397426691	https://twitter.com/ajayacharya/status/1264970080397426691	say also could covid19		[{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	
2020-05-25	18:16:47	alahmarimsa	AAlnasha	0	0	1	NEW CORONA AIR LINES WILL HELP THEM ALL.			1264983768806416384	https://twitter.com/alahmarimsa/status/1264983768806416384	new corona air line help		[]							
2020-05-25	19:40:09	KanakSuzuki		0	0	0	*SPECIAL OFFER* HURRY UP!!!!!! Online Booking open for #BS6 Models. To get the best offer book before #lockdown ends and get the amazing #offers * Wrist watch *Exchange scheme *Benefits upto 8500/ on paytm *Govt… https://www.instagram.com/p/CAn3a1djOqy/?igshid=k76tooydef5t		#BS6 #lockdown #offers	1265004750405279744	https://twitter.com/KanakSuzuki/status/1265004750405279744	hurry online booking open bs6 model get best offer book lockdown end get amazing offer wrist watch scheme upto paytm URL		[{'score': 0.804527, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-26	02:30:18	AdvocateYK	suhasinih	0	1	1	And Journalists too are exempt from Coronavirus? Barkha Dutt has been going from one place to another even when Curfew was imposed. As per rules she was required to be quarantined every time. Has Barkha Dutt observed quarantine? 			1265107965977268224	https://twitter.com/AdvocateYK/status/1265107965977268224	journalist exempt coronavirus barkha dutt going one place another even curfew imposed per rule required quarantined every time barkha dutt observed quarantine		[{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-26	03:32:29	vim50		0	0	0	@ShekharGupta good morning,your reporting is on the spot and so very informative however I am surprised that you have so far not Covered the efficacy of vitamin D 3 against covid 19.(cont	@ShekharGupta		1265123617177849856	https://twitter.com/vim50/status/1265123617177849856	USER_MENTION good reporting spot informative however surprised far covered efficacy vitamin covid		[{'score': 0.643906, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-05-26	03:44:22	rckstr_rakshit	GauravP_02	0	0	0	That's why, Delhi currently has 4500+ Covid beds.			1265126607670444032	https://twitter.com/rckstr_rakshit/status/1265126607670444032	thats delhi currently covid bed		[]							
2020-05-26	05:05:09	pmani25021945	star_nakshatra	0	0	0	Good morning. Symptoms of Corona virus.			1265146936522428418	https://twitter.com/pmani25021945/status/1265146936522428418	good morning symptom corona virus		[{'score': 0.596612, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-26	06:15:47	SanjayK90109098	PIB_Patna	0	0	0	Corona positive cases in bihar update please			1265164712293040130	https://twitter.com/SanjayK90109098/status/1265164712293040130	corona positive case bihar update please		[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.955584, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0		1.0			
2020-05-26	06:31:27	NaseemA78383613		1	0	3	Lockdown teached us or gave a lesson that what is the important ,valuableness , price of Maulana and Madarsah .If there is nobody Maulana in a home ,where not traweeh and they were wondering to and fro like a ambassador of Madarsah but they were left without offering Eid prayers			1265168652208230402	https://twitter.com/NaseemA78383613/status/1265168652208230402	lockdown teached u gave lesson important valuableness price maulana madarsah nobody maulana home traweeh wondering fro like ambassador madarsah left without offering eid prayer		[{'score': 0.514715, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]			1.0			1.0	
